Unnamed: 0,qasrl_id,sentence,tokens,Unnamed: 0.1,len
99.0,DUC2007~!~D0729~!~NYT19980721.0344~!~303,"George Nordmann, 71, reported the truck and about six months of food stolen on July 11.","George Nordmann , 71 , reported the truck and about six months of food stolen on July 11 .",,
100.0,DUC2007~!~D0721-BCEG~!~35,There were candlelight vigils across the country and a march in New York.,There were candlelight vigils across the country and a march in New York .,,
101.0,DUC2007~!~D0706~!~APW19980913.0295~!~94,"NLD Vice Chairman Tin Oo, 71, who has been imprisoned twice by Myanmar's military leaders, is a former defense minister, army commander in chief, Buddhist monk and lawyer.","NLD Vice Chairman Tin Oo , 71 , who has been imprisoned twice by Myanmar 's military leaders , is a former defense minister , army commander in chief , Buddhist monk and lawyer .",,
102.0,DUC2007~!~D0704~!~XIE19970808.0039~!~242,"This stand was included in a press release issued by the Tanzanian Ministry for Foreign Affairs and International Cooperation, which said the report is one-sided narration derived from hear-say and wild allegations made by some disgruntled members of the Tanzania community bent on furthering their personal and political ends.","This stand was included in a press release issued by the Tanzanian Ministry for Foreign Affairs and International Cooperation , which said the report is one - sided narration derived from hear - say and wild allegations made by some disgruntled members of the Tanzania community bent on furthering their personal and political ends .",,
103.0,TAC2011~!~D1112-A-ACGH~!~10,Alvarez was indicted for murder.  ,Alvarez was indicted for murder .  ,,
104.0,TAC2011~!~D1123-B-ADGH~!~30,"Security cameras at the embassy had captured images of two men and a woman fleeing the scene following the attack, but none were identifiable.","Security cameras at the embassy had captured images of two men and a woman fleeing the scene following the attack , but none were identifiable .",,
105.0,TAC2011~!~D1117-B-BCFH~!~34~!~SCU,"Major General Weightman, Chief of Walter Reed, was fired","Major General Weightman , Chief of Walter Reed , was fired",,
106.0,DUC2006~!~D0617~!~57,"Data from one Black Box showed that both engines had been switched off from the cabin and that the elevators, which raise or lower the plane's nose were in an uneven setting, a move not believed possible for the crew to make.","Data from one Black Box showed that both engines had been switched off from the cabin and that the elevators , which raise or lower the plane 's nose were in an uneven setting , a move not believed possible for the crew to make .",,
107.0,DUC2005~!~111.D422.M.250.C.10~!~142,Three Swedes were arrested in a Belgian police sting operation.,Three Swedes were arrested in a Belgian police sting operation .,,
108.0,TAC2011~!~D1141-B-DFGH~!~31,"The government is investing $2.46 billion dollars in northwest China to reverse desertification by planting trees, upgrading irrigation facilities, and setting up monitoring stations.","The government is investing $ 2.46 billion dollars in northwest China to reverse desertification by planting trees , upgrading irrigation facilities , and setting up monitoring stations .",,
109.0,DUC2007~!~D0727~!~APW19991007.0146~!~68,Gingrich separated from his wife of 18 years in May and filed for divorce in July.,Gingrich separated from his wife of 18 years in May and filed for divorce in July .,,
110.0,DUC2005~!~d324e3~!~FT941-13429~!~275,"Reaching an oil accord with the UK is Argentina's next important policy objective, but it is unlikely to accept terms that implicitly recognise Britain's sovereignty over the islands.","Reaching an oil accord with the UK is Argentina 's next important policy objective , but it is unlikely to accept terms that implicitly recognise Britain 's sovereignty over the islands .",,
111.0,TAC2011~!~D1126-B-AEFH~!~26,He faces up to seven years in prison for assault on a foreign head of state.  ,He faces up to seven years in prison for assault on a foreign head of state .  ,,
112.0,DUC2006~!~D0614e~!~XIE19980820.0106~!~678,"OTTAWA, August 20 (Xinhua) -- The Supreme Court of Canada ruled here Thursday that Quebec can't separate from the country unilaterally.","OTTAWA , August 20 ( Xinhua ) -- The Supreme Court of Canada ruled here Thursday that Quebec ca n't separate from the country unilaterally .",,
113.0,TAC2008~!~D0804-B~!~NYT_ENG_20051004.0128~!~76,"If Hurricane Katrina causes Congress to create a government safety net for the nation's pets, Rep. Jim Oberstar says it won't be the first time that a higher power intervened on behalf of animals.","If Hurricane Katrina causes Congress to create a government safety net for the nation 's pets , Rep. Jim Oberstar says it wo n't be the first time that a higher power intervened on behalf of animals .",,
114.0,DUC2005~!~115.D632.M.250.I.7~!~44,"The failure of the ATPC to enforce production quotas, increased production by non- ATPC members such as China and Brazil as well as the entry of new producers Peru, Portugal, and Vietnam, and the US Defense Logistics Agency disposing of large amounts of tin, all served to undermine the tin industry in Southeast Asia.","The failure of the ATPC to enforce production quotas , increased production by non- ATPC members such as China and Brazil as well as the entry of new producers Peru , Portugal , and Vietnam , and the US Defense Logistics Agency disposing of large amounts of tin , all served to undermine the tin industry in Southeast Asia .",,
115.0,TAC2011~!~D1122-A-CDEF~!~13,"At least four people are dead, 79 injured and about 30 are missing.  ","At least four people are dead , 79 injured and about 30 are missing .  ",,
116.0,TAC2011~!~D1123-B-ADGH~!~13,FBI experts in Athens are working closely with the Greek anti-terrorist squad and trying to enhance security video recordings in order to identify possible suspects.  ,FBI experts in Athens are working closely with the Greek anti - terrorist squad and trying to enhance security video recordings in order to identify possible suspects .  ,,
117.0,DUC2005~!~d391h~!~FT923-11707~!~613,Companies also relied on profit margins from the distribution of drugs supplied by foreign companies under licence for the Japanese market.,Companies also relied on profit margins from the distribution of drugs supplied by foreign companies under licence for the Japanese market .,,
118.0,DUC2006~!~D0630~!~20,Independent bookstores have been seriously damaged by superstore chains and also have been set back by increasing online sales.,Independent bookstores have been seriously damaged by superstore chains and also have been set back by increasing online sales .,,
119.0,TAC2011~!~D1128-B-BDEF~!~2~!~SCU,150 prosecution witnesses to take the stand.,150 prosecution witnesses to take the stand .,,
120.0,DUC2007~!~D0727~!~APW19990830.0127~!~11,"Gingrich, who now runs a political consulting firm, filed his request after his wife asked a judge to freeze the couple's assets until their divorce is final.","Gingrich , who now runs a political consulting firm , filed his request after his wife asked a judge to freeze the couple 's assets until their divorce is final .",,
121.0,DUC2005~!~103.D345.M.250.J.7~!~20,The company plans to begin producing Marlboros in Russia.,The company plans to begin producing Marlboros in Russia .,,
122.0,DUC2007~!~D0710~!~APW19981109.0753~!~61,"Israel on Monday tried to repair any damage done to relations with Cyprus after the weekend arrest of two Israelis on suspicion of spying for the Greek Cypriot government's enemy, Turkey.","Israel on Monday tried to repair any damage done to relations with Cyprus after the weekend arrest of two Israelis on suspicion of spying for the Greek Cypriot government 's enemy , Turkey .",,
123.0,DUC2005~!~110.D413.M.250.A.1~!~18,"However, steel from mini-mills is of a grade more suitable for construction than for more demanding applications, such as car-body panels.","However , steel from mini - mills is of a grade more suitable for construction than for more demanding applications , such as car - body panels .",,
124.0,DUC2007~!~D0701~!~NYT20000828.0403~!~968,"Over the last two decades, the Southern Poverty Law Center has taken the Ku Klux Klan and other hate groups to court, starting with a successful suit against the Invisible Empire Klan, which in 1979 attacked a group of peaceful civil rights marchers in Decatur, Ala.","Over the last two decades , the Southern Poverty Law Center has taken the Ku Klux Klan and other hate groups to court , starting with a successful suit against the Invisible Empire Klan , which in 1979 attacked a group of peaceful civil rights marchers in Decatur , Ala.",,
