qa_uuid,qasrl_id,tokens,verb,question,answer,answer_range,verb_idx
2010~!~D1014-B-CEGH~!~185~!~0~!~31~!~recognized~!~66,2010~!~D1014-B-CEGH~!~185~!~0,"['Obesity', 'contributes', 'to', 'over', '300,000', 'excess', 'deaths', 'each', 'year', 'and', 'is', ',', 'after', 'smoking', ',', 'the', 'second', 'leading', 'cause', 'of', 'preventable', 'deaths', 'in', 'the', 'U.S.', 'To', 'fight', 'obesity', 'it', 'must', 'be', 'recognized', 'as', 'the', 'serious', 'public', 'health', 'problem', 'that', 'it', 'is', '.']",recognized,How is something be recognized?,as the serious public health problem that it is,32:40,31
2010~!~D1014-B-CEGH~!~185~!~0~!~31~!~recognized~!~67,2010~!~D1014-B-CEGH~!~185~!~0,"['Obesity', 'contributes', 'to', 'over', '300,000', 'excess', 'deaths', 'each', 'year', 'and', 'is', ',', 'after', 'smoking', ',', 'the', 'second', 'leading', 'cause', 'of', 'preventable', 'deaths', 'in', 'the', 'U.S.', 'To', 'fight', 'obesity', 'it', 'must', 'be', 'recognized', 'as', 'the', 'serious', 'public', 'health', 'problem', 'that', 'it', 'is', '.']",recognized,What is something be recognized as?,the serious public health problem,33:37,31
2010~!~D1014-B-CEGH~!~191~!~2~!~8~!~become~!~68,2010~!~D1014-B-CEGH~!~191~!~2,"['Obesity', 'is', 'a', 'chronic', 'disease', 'and', 'likely', 'to', 'become', 'the', 'preeminent', 'public', 'health', 'problem', '.']",become,What becomes something?,Obesity,0:0,8
2010~!~D1014-B-CEGH~!~191~!~2~!~8~!~become~!~69,2010~!~D1014-B-CEGH~!~191~!~2,"['Obesity', 'is', 'a', 'chronic', 'disease', 'and', 'likely', 'to', 'become', 'the', 'preeminent', 'public', 'health', 'problem', '.']",become,What does something become?,the preeminent public health problem,9:13,8
2010~!~D1014-B-CEGH~!~183~!~0~!~5~!~requiring~!~70,2010~!~D1014-B-CEGH~!~183~!~0,"['Obesity', 'is', 'a', 'chronic', 'disease', 'requiring', 'regular', 'medical', 'treatment', 'and', 'a', 'commitment', 'by', 'patients', 'to', 'control', 'their', 'weight', '.']",requiring,What requires something?,Obesity,0:0,5
2010~!~D1014-B-CEGH~!~183~!~0~!~5~!~requiring~!~71,2010~!~D1014-B-CEGH~!~183~!~0,"['Obesity', 'is', 'a', 'chronic', 'disease', 'requiring', 'regular', 'medical', 'treatment', 'and', 'a', 'commitment', 'by', 'patients', 'to', 'control', 'their', 'weight', '.']",requiring,What does something require?,regular medical treatment,6:8,5
2010~!~D1014-B-CEGH~!~183~!~0~!~15~!~control~!~72,2010~!~D1014-B-CEGH~!~183~!~0,"['Obesity', 'is', 'a', 'chronic', 'disease', 'requiring', 'regular', 'medical', 'treatment', 'and', 'a', 'commitment', 'by', 'patients', 'to', 'control', 'their', 'weight', '.']",control,Who controls something?,patients,13:13,15
2010~!~D1014-B-CEGH~!~183~!~0~!~15~!~control~!~73,2010~!~D1014-B-CEGH~!~183~!~0,"['Obesity', 'is', 'a', 'chronic', 'disease', 'requiring', 'regular', 'medical', 'treatment', 'and', 'a', 'commitment', 'by', 'patients', 'to', 'control', 'their', 'weight', '.']",control,What is being controlled?,their weight,16:17,15
2009~!~D0914-A-CDEF~!~213~!~1~!~9~!~suspected~!~74,2009~!~D0914-A-CDEF~!~213~!~1,"['In', 'the', 'night', 'of', 'October', '7', ',', '2004', ',', 'suspected', 'terrorist', 'car', 'bombs', 'ripped', 'through', 'three', 'Egyptian', 'Red', 'Sea', 'resorts', 'popular', 'with', 'vacationing', 'Israelis', '.']",suspected,When was something suspected?,"In the night of October 7 , 2004",0:7,9
2009~!~D0914-A-CDEF~!~213~!~1~!~9~!~suspected~!~75,2009~!~D0914-A-CDEF~!~213~!~1,"['In', 'the', 'night', 'of', 'October', '7', ',', '2004', ',', 'suspected', 'terrorist', 'car', 'bombs', 'ripped', 'through', 'three', 'Egyptian', 'Red', 'Sea', 'resorts', 'popular', 'with', 'vacationing', 'Israelis', '.']",suspected,What was suspected?,terrorist car bombs,10:12,9
2009~!~D0914-A-CDEF~!~213~!~1~!~13~!~ripped~!~76,2009~!~D0914-A-CDEF~!~213~!~1,"['In', 'the', 'night', 'of', 'October', '7', ',', '2004', ',', 'suspected', 'terrorist', 'car', 'bombs', 'ripped', 'through', 'three', 'Egyptian', 'Red', 'Sea', 'resorts', 'popular', 'with', 'vacationing', 'Israelis', '.']",ripped,When did something rip?,"In the night of October 7 , 2004",0:7,13
2009~!~D0914-A-CDEF~!~213~!~1~!~13~!~ripped~!~77,2009~!~D0914-A-CDEF~!~213~!~1,"['In', 'the', 'night', 'of', 'October', '7', ',', '2004', ',', 'suspected', 'terrorist', 'car', 'bombs', 'ripped', 'through', 'three', 'Egyptian', 'Red', 'Sea', 'resorts', 'popular', 'with', 'vacationing', 'Israelis', '.']",ripped,What ripped?,suspected terrorist car bombs,9:12,13
2009~!~D0914-A-CDEF~!~213~!~1~!~13~!~ripped~!~78,2009~!~D0914-A-CDEF~!~213~!~1,"['In', 'the', 'night', 'of', 'October', '7', ',', '2004', ',', 'suspected', 'terrorist', 'car', 'bombs', 'ripped', 'through', 'three', 'Egyptian', 'Red', 'Sea', 'resorts', 'popular', 'with', 'vacationing', 'Israelis', '.']",ripped,What did something rip through?,three Egyptian Red Sea resorts,15:19,13
2009~!~D0914-A-CDEF~!~213~!~1~!~19~!~resorts~!~79,2009~!~D0914-A-CDEF~!~213~!~1,"['In', 'the', 'night', 'of', 'October', '7', ',', '2004', ',', 'suspected', 'terrorist', 'car', 'bombs', 'ripped', 'through', 'three', 'Egyptian', 'Red', 'Sea', 'resorts', 'popular', 'with', 'vacationing', 'Israelis', '.']",resorts,When did someone resort something?,"In the night of October 7 , 2004",0:7,19
2009~!~D0914-A-CDEF~!~213~!~1~!~19~!~resorts~!~80,2009~!~D0914-A-CDEF~!~213~!~1,"['In', 'the', 'night', 'of', 'October', '7', ',', '2004', ',', 'suspected', 'terrorist', 'car', 'bombs', 'ripped', 'through', 'three', 'Egyptian', 'Red', 'Sea', 'resorts', 'popular', 'with', 'vacationing', 'Israelis', '.']",resorts,What was resorted?,three Egyptian Red Sea,15:18,19
2009~!~D0914-A-CDEF~!~213~!~1~!~22~!~vacationing~!~81,2009~!~D0914-A-CDEF~!~213~!~1,"['In', 'the', 'night', 'of', 'October', '7', ',', '2004', ',', 'suspected', 'terrorist', 'car', 'bombs', 'ripped', 'through', 'three', 'Egyptian', 'Red', 'Sea', 'resorts', 'popular', 'with', 'vacationing', 'Israelis', '.']",vacationing,Who was vacationed?,Israelis,23:23,22
2009~!~D0914-A-CDEF~!~221~!~1~!~1~!~rocked~!~82,2009~!~D0914-A-CDEF~!~221~!~1,"['Explosions', 'rocked', 'three', 'Egyptian', 'Red', 'Sea', 'resorts', 'popular', 'with', 'Israelis', '.']",rocked,What rocked something?,Explosions,0:0,1
2009~!~D0914-A-CDEF~!~221~!~1~!~1~!~rocked~!~83,2009~!~D0914-A-CDEF~!~221~!~1,"['Explosions', 'rocked', 'three', 'Egyptian', 'Red', 'Sea', 'resorts', 'popular', 'with', 'Israelis', '.']",rocked,What did something rock?,three Egyptian Red Sea resorts,2:6,1
2009~!~D0914-A-CDEF~!~221~!~1~!~6~!~resorts~!~84,2009~!~D0914-A-CDEF~!~221~!~1,"['Explosions', 'rocked', 'three', 'Egyptian', 'Red', 'Sea', 'resorts', 'popular', 'with', 'Israelis', '.']",resorts,What is being resorted?,three Egyptian Red Sea,2:5,6
2009~!~D0914-A-CDEF~!~221~!~1~!~6~!~resorts~!~85,2009~!~D0914-A-CDEF~!~221~!~1,"['Explosions', 'rocked', 'three', 'Egyptian', 'Red', 'Sea', 'resorts', 'popular', 'with', 'Israelis', '.']",resorts,Where was something resorted?,Egyptian Red Sea,3:5,6
2009~!~D0914-A-CDEF~!~221~!~2~!~2~!~shook~!~86,2009~!~D0914-A-CDEF~!~221~!~2,"['Three', 'explosions', 'shook', 'Egyptian', 'resorts', 'popular', 'with', 'vacationing', 'Israelis', '.']",shook,What shooked something?,Three explosions,0:1,2
2009~!~D0914-A-CDEF~!~221~!~2~!~2~!~shook~!~87,2009~!~D0914-A-CDEF~!~221~!~2,"['Three', 'explosions', 'shook', 'Egyptian', 'resorts', 'popular', 'with', 'vacationing', 'Israelis', '.']",shook,What did something shook?,Egyptian resorts,3:4,2
2009~!~D0914-A-CDEF~!~221~!~2~!~7~!~vacationing~!~88,2009~!~D0914-A-CDEF~!~221~!~2,"['Three', 'explosions', 'shook', 'Egyptian', 'resorts', 'popular', 'with', 'vacationing', 'Israelis', '.']",vacationing,Who was vacationed?,Israelis,8:8,7
2009~!~D0914-A-CDEF~!~221~!~3~!~8~!~shook~!~89,2009~!~D0914-A-CDEF~!~221~!~3,"['In', 'October', '2004', ',', 'three', 'terrorist', 'car', 'bombs', 'shook', 'Egyptian', 'Red', 'Sea', 'resorts', 'popular', 'with', 'vacationing', 'Israelis', ',', 'killing', '35', '(', 'including', '23', 'Israelis', ')', 'and', 'wounding', '125', '.']",shook,When did something shook something?,In October 2004,0:2,8
2009~!~D0914-A-CDEF~!~221~!~3~!~8~!~shook~!~90,2009~!~D0914-A-CDEF~!~221~!~3,"['In', 'October', '2004', ',', 'three', 'terrorist', 'car', 'bombs', 'shook', 'Egyptian', 'Red', 'Sea', 'resorts', 'popular', 'with', 'vacationing', 'Israelis', ',', 'killing', '35', '(', 'including', '23', 'Israelis', ')', 'and', 'wounding', '125', '.']",shook,What shooked something?,three terrorist car bombs,4:7,8
2009~!~D0914-A-CDEF~!~221~!~3~!~8~!~shook~!~91,2009~!~D0914-A-CDEF~!~221~!~3,"['In', 'October', '2004', ',', 'three', 'terrorist', 'car', 'bombs', 'shook', 'Egyptian', 'Red', 'Sea', 'resorts', 'popular', 'with', 'vacationing', 'Israelis', ',', 'killing', '35', '(', 'including', '23', 'Israelis', ')', 'and', 'wounding', '125', '.']",shook,What did something shook?,Egyptian Red Sea resorts,9:12,8
2009~!~D0914-A-CDEF~!~221~!~3~!~12~!~resorts~!~92,2009~!~D0914-A-CDEF~!~221~!~3,"['In', 'October', '2004', ',', 'three', 'terrorist', 'car', 'bombs', 'shook', 'Egyptian', 'Red', 'Sea', 'resorts', 'popular', 'with', 'vacationing', 'Israelis', ',', 'killing', '35', '(', 'including', '23', 'Israelis', ')', 'and', 'wounding', '125', '.']",resorts,When did someone resort something?,In October 2004,0:2,12
2009~!~D0914-A-CDEF~!~221~!~3~!~12~!~resorts~!~93,2009~!~D0914-A-CDEF~!~221~!~3,"['In', 'October', '2004', ',', 'three', 'terrorist', 'car', 'bombs', 'shook', 'Egyptian', 'Red', 'Sea', 'resorts', 'popular', 'with', 'vacationing', 'Israelis', ',', 'killing', '35', '(', 'including', '23', 'Israelis', ')', 'and', 'wounding', '125', '.']",resorts,When was something resorted?,October 2004,1:2,12
2009~!~D0914-A-CDEF~!~221~!~3~!~12~!~resorts~!~94,2009~!~D0914-A-CDEF~!~221~!~3,"['In', 'October', '2004', ',', 'three', 'terrorist', 'car', 'bombs', 'shook', 'Egyptian', 'Red', 'Sea', 'resorts', 'popular', 'with', 'vacationing', 'Israelis', ',', 'killing', '35', '(', 'including', '23', 'Israelis', ')', 'and', 'wounding', '125', '.']",resorts,Where was something resorted?,Egyptian Red Sea,9:11,12
2009~!~D0914-A-CDEF~!~221~!~3~!~15~!~vacationing~!~95,2009~!~D0914-A-CDEF~!~221~!~3,"['In', 'October', '2004', ',', 'three', 'terrorist', 'car', 'bombs', 'shook', 'Egyptian', 'Red', 'Sea', 'resorts', 'popular', 'with', 'vacationing', 'Israelis', ',', 'killing', '35', '(', 'including', '23', 'Israelis', ')', 'and', 'wounding', '125', '.']",vacationing,Who was vacationed?,Israelis,16:16,15
2009~!~D0914-A-CDEF~!~221~!~3~!~18~!~killing~!~96,2009~!~D0914-A-CDEF~!~221~!~3,"['In', 'October', '2004', ',', 'three', 'terrorist', 'car', 'bombs', 'shook', 'Egyptian', 'Red', 'Sea', 'resorts', 'popular', 'with', 'vacationing', 'Israelis', ',', 'killing', '35', '(', 'including', '23', 'Israelis', ')', 'and', 'wounding', '125', '.']",killing,When did someone kill someone?,In October 2004,0:2,18
2009~!~D0914-A-CDEF~!~221~!~3~!~18~!~killing~!~97,2009~!~D0914-A-CDEF~!~221~!~3,"['In', 'October', '2004', ',', 'three', 'terrorist', 'car', 'bombs', 'shook', 'Egyptian', 'Red', 'Sea', 'resorts', 'popular', 'with', 'vacationing', 'Israelis', ',', 'killing', '35', '(', 'including', '23', 'Israelis', ')', 'and', 'wounding', '125', '.']",killing,What killed someone?,three terrorist car bombs,4:7,18
2009~!~D0914-A-CDEF~!~221~!~3~!~18~!~killing~!~98,2009~!~D0914-A-CDEF~!~221~!~3,"['In', 'October', '2004', ',', 'three', 'terrorist', 'car', 'bombs', 'shook', 'Egyptian', 'Red', 'Sea', 'resorts', 'popular', 'with', 'vacationing', 'Israelis', ',', 'killing', '35', '(', 'including', '23', 'Israelis', ')', 'and', 'wounding', '125', '.']",killing,Where did someone kill someone?,Egyptian Red Sea resorts,9:12,18
2009~!~D0914-A-CDEF~!~221~!~3~!~18~!~killing~!~99,2009~!~D0914-A-CDEF~!~221~!~3,"['In', 'October', '2004', ',', 'three', 'terrorist', 'car', 'bombs', 'shook', 'Egyptian', 'Red', 'Sea', 'resorts', 'popular', 'with', 'vacationing', 'Israelis', ',', 'killing', '35', '(', 'including', '23', 'Israelis', ')', 'and', 'wounding', '125', '.']",killing,Who did someone kill?,35,19:19,18
2009~!~D0914-A-CDEF~!~221~!~3~!~21~!~including~!~100,2009~!~D0914-A-CDEF~!~221~!~3,"['In', 'October', '2004', ',', 'three', 'terrorist', 'car', 'bombs', 'shook', 'Egyptian', 'Red', 'Sea', 'resorts', 'popular', 'with', 'vacationing', 'Israelis', ',', 'killing', '35', '(', 'including', '23', 'Israelis', ')', 'and', 'wounding', '125', '.']",including,Who is included?,23 Israelis,22:23,21
2009~!~D0914-A-CDEF~!~221~!~3~!~26~!~wounding~!~101,2009~!~D0914-A-CDEF~!~221~!~3,"['In', 'October', '2004', ',', 'three', 'terrorist', 'car', 'bombs', 'shook', 'Egyptian', 'Red', 'Sea', 'resorts', 'popular', 'with', 'vacationing', 'Israelis', ',', 'killing', '35', '(', 'including', '23', 'Israelis', ')', 'and', 'wounding', '125', '.']",wounding,When did someone wound someone?,In October 2004,0:2,26
2009~!~D0914-A-CDEF~!~221~!~3~!~26~!~wounding~!~102,2009~!~D0914-A-CDEF~!~221~!~3,"['In', 'October', '2004', ',', 'three', 'terrorist', 'car', 'bombs', 'shook', 'Egyptian', 'Red', 'Sea', 'resorts', 'popular', 'with', 'vacationing', 'Israelis', ',', 'killing', '35', '(', 'including', '23', 'Israelis', ')', 'and', 'wounding', '125', '.']",wounding,What wounded someone?,three terrorist car bombs,4:7,26
2009~!~D0914-A-CDEF~!~221~!~3~!~26~!~wounding~!~103,2009~!~D0914-A-CDEF~!~221~!~3,"['In', 'October', '2004', ',', 'three', 'terrorist', 'car', 'bombs', 'shook', 'Egyptian', 'Red', 'Sea', 'resorts', 'popular', 'with', 'vacationing', 'Israelis', ',', 'killing', '35', '(', 'including', '23', 'Israelis', ')', 'and', 'wounding', '125', '.']",wounding,Where did someone wound someone?,Egyptian Red Sea resorts,9:12,26
2009~!~D0914-A-CDEF~!~221~!~3~!~26~!~wounding~!~104,2009~!~D0914-A-CDEF~!~221~!~3,"['In', 'October', '2004', ',', 'three', 'terrorist', 'car', 'bombs', 'shook', 'Egyptian', 'Red', 'Sea', 'resorts', 'popular', 'with', 'vacationing', 'Israelis', ',', 'killing', '35', '(', 'including', '23', 'Israelis', ')', 'and', 'wounding', '125', '.']",wounding,Who did someone wound?,125,27:27,26
2009~!~D0914-A-CDEF~!~220~!~0~!~5~!~warned~!~105,2009~!~D0914-A-CDEF~!~220~!~0,"['Last', 'month', ',', 'Israeli', 'intelligence', 'warned', 'Israelis', 'to', 'keep', 'out', 'of', 'the', 'Sinai', 'desert', ',', 'citing', 'information', 'about', 'possible', 'attacks', '.']",warned,When did someone warn someone to do something?,Last month,0:1,5
2009~!~D0914-A-CDEF~!~220~!~0~!~5~!~warned~!~106,2009~!~D0914-A-CDEF~!~220~!~0,"['Last', 'month', ',', 'Israeli', 'intelligence', 'warned', 'Israelis', 'to', 'keep', 'out', 'of', 'the', 'Sinai', 'desert', ',', 'citing', 'information', 'about', 'possible', 'attacks', '.']",warned,Who warned someone to do something?,Israeli intelligence,3:4,5
2009~!~D0914-A-CDEF~!~220~!~0~!~5~!~warned~!~107,2009~!~D0914-A-CDEF~!~220~!~0,"['Last', 'month', ',', 'Israeli', 'intelligence', 'warned', 'Israelis', 'to', 'keep', 'out', 'of', 'the', 'Sinai', 'desert', ',', 'citing', 'information', 'about', 'possible', 'attacks', '.']",warned,Who did someone warn to do something?,Israelis,6:6,5
2009~!~D0914-A-CDEF~!~220~!~0~!~5~!~warned~!~108,2009~!~D0914-A-CDEF~!~220~!~0,"['Last', 'month', ',', 'Israeli', 'intelligence', 'warned', 'Israelis', 'to', 'keep', 'out', 'of', 'the', 'Sinai', 'desert', ',', 'citing', 'information', 'about', 'possible', 'attacks', '.']",warned,What did someone warn someone to do?,to keep out of the Sinai desert,7:13,5
2009~!~D0914-A-CDEF~!~220~!~0~!~5~!~warned~!~109,2009~!~D0914-A-CDEF~!~220~!~0,"['Last', 'month', ',', 'Israeli', 'intelligence', 'warned', 'Israelis', 'to', 'keep', 'out', 'of', 'the', 'Sinai', 'desert', ',', 'citing', 'information', 'about', 'possible', 'attacks', '.']",warned,Why did someone warn something?,citing information about possible attacks,15:19,5
2009~!~D0914-A-CDEF~!~220~!~0~!~8~!~keep~!~110,2009~!~D0914-A-CDEF~!~220~!~0,"['Last', 'month', ',', 'Israeli', 'intelligence', 'warned', 'Israelis', 'to', 'keep', 'out', 'of', 'the', 'Sinai', 'desert', ',', 'citing', 'information', 'about', 'possible', 'attacks', '.']",keep,Who kept?,Israelis,6:6,8
2009~!~D0914-A-CDEF~!~220~!~0~!~8~!~keep~!~111,2009~!~D0914-A-CDEF~!~220~!~0,"['Last', 'month', ',', 'Israeli', 'intelligence', 'warned', 'Israelis', 'to', 'keep', 'out', 'of', 'the', 'Sinai', 'desert', ',', 'citing', 'information', 'about', 'possible', 'attacks', '.']",keep,Where did someone keep?,out of the Sinai desert,9:13,8
2009~!~D0914-A-CDEF~!~220~!~0~!~8~!~keep~!~112,2009~!~D0914-A-CDEF~!~220~!~0,"['Last', 'month', ',', 'Israeli', 'intelligence', 'warned', 'Israelis', 'to', 'keep', 'out', 'of', 'the', 'Sinai', 'desert', ',', 'citing', 'information', 'about', 'possible', 'attacks', '.']",keep,What did someone keep?,the Sinai desert,11:13,8
2009~!~D0914-A-CDEF~!~220~!~0~!~15~!~citing~!~113,2009~!~D0914-A-CDEF~!~220~!~0,"['Last', 'month', ',', 'Israeli', 'intelligence', 'warned', 'Israelis', 'to', 'keep', 'out', 'of', 'the', 'Sinai', 'desert', ',', 'citing', 'information', 'about', 'possible', 'attacks', '.']",citing,When was something cited?,Last month,0:1,15
2009~!~D0914-A-CDEF~!~220~!~0~!~15~!~citing~!~114,2009~!~D0914-A-CDEF~!~220~!~0,"['Last', 'month', ',', 'Israeli', 'intelligence', 'warned', 'Israelis', 'to', 'keep', 'out', 'of', 'the', 'Sinai', 'desert', ',', 'citing', 'information', 'about', 'possible', 'attacks', '.']",citing,Who cited something?,Israeli intelligence,3:4,15
2009~!~D0914-A-CDEF~!~220~!~0~!~15~!~citing~!~115,2009~!~D0914-A-CDEF~!~220~!~0,"['Last', 'month', ',', 'Israeli', 'intelligence', 'warned', 'Israelis', 'to', 'keep', 'out', 'of', 'the', 'Sinai', 'desert', ',', 'citing', 'information', 'about', 'possible', 'attacks', '.']",citing,What was cited?,information,16:16,15
2009~!~D0914-A-CDEF~!~227~!~1~!~2~!~followed~!~116,2009~!~D0914-A-CDEF~!~227~!~1,"['The', 'explosions', 'followed', 'warnings', 'from', 'Israeli', 'Intelligence', 'to', 'keep', 'out', 'of', 'the', 'Sinai', 'Desert', '.']",followed,What followed something?,The explosions,0:1,2
2009~!~D0914-A-CDEF~!~227~!~1~!~2~!~followed~!~117,2009~!~D0914-A-CDEF~!~227~!~1,"['The', 'explosions', 'followed', 'warnings', 'from', 'Israeli', 'Intelligence', 'to', 'keep', 'out', 'of', 'the', 'Sinai', 'Desert', '.']",followed,What did something follow?,warnings,3:3,2
2009~!~D0914-A-CDEF~!~227~!~1~!~8~!~keep~!~118,2009~!~D0914-A-CDEF~!~227~!~1,"['The', 'explosions', 'followed', 'warnings', 'from', 'Israeli', 'Intelligence', 'to', 'keep', 'out', 'of', 'the', 'Sinai', 'Desert', '.']",keep,Who kept something?,Israeli Intelligence,5:6,8
2009~!~D0914-A-CDEF~!~227~!~1~!~8~!~keep~!~119,2009~!~D0914-A-CDEF~!~227~!~1,"['The', 'explosions', 'followed', 'warnings', 'from', 'Israeli', 'Intelligence', 'to', 'keep', 'out', 'of', 'the', 'Sinai', 'Desert', '.']",keep,Where did someone keep?,out of the Sinai Desert,9:13,8
2009~!~D0914-A-CDEF~!~227~!~1~!~8~!~keep~!~120,2009~!~D0914-A-CDEF~!~227~!~1,"['The', 'explosions', 'followed', 'warnings', 'from', 'Israeli', 'Intelligence', 'to', 'keep', 'out', 'of', 'the', 'Sinai', 'Desert', '.']",keep,What is something being kept?,the Sinai Desert,11:13,8
2009~!~D0914-A-CDEF~!~227~!~2~!~5~!~advised~!~121,2009~!~D0914-A-CDEF~!~227~!~2,"['Shin', 'Bet', 'intelligence', 'service', 'had', 'advised', 'Israelis', 'not', 'to', 'go', 'Sinai', 'resorts', 'during', 'holidays', '.']",advised,Who advised someone something?,Shin Bet intelligence service,0:3,5
2009~!~D0914-A-CDEF~!~227~!~2~!~5~!~advised~!~122,2009~!~D0914-A-CDEF~!~227~!~2,"['Shin', 'Bet', 'intelligence', 'service', 'had', 'advised', 'Israelis', 'not', 'to', 'go', 'Sinai', 'resorts', 'during', 'holidays', '.']",advised,Who did someone advise something?,Israelis,6:6,5
2009~!~D0914-A-CDEF~!~227~!~2~!~5~!~advised~!~123,2009~!~D0914-A-CDEF~!~227~!~2,"['Shin', 'Bet', 'intelligence', 'service', 'had', 'advised', 'Israelis', 'not', 'to', 'go', 'Sinai', 'resorts', 'during', 'holidays', '.']",advised,What did someone advise someone?,not to go Sinai resorts,7:11,5
2009~!~D0914-A-CDEF~!~227~!~2~!~5~!~advised~!~124,2009~!~D0914-A-CDEF~!~227~!~2,"['Shin', 'Bet', 'intelligence', 'service', 'had', 'advised', 'Israelis', 'not', 'to', 'go', 'Sinai', 'resorts', 'during', 'holidays', '.']",advised,When did someone advise something?,during holidays,12:13,5
